Forecasted,LowBound,UpBound,Shut_Off,Forecast_Rolling,UpBound_Rolling,LowBound_Rolling,SO_Rolling
461.33837163633245,452.6102475173678,470.0664957552971,420.0,459.64373357890577,468.101520817819,451.18594633999254,420.0
462.2278485712707,453.4495273351637,471.0061698073778,420.0,459.8883601340768,468.3950189843583,451.3817012837953,420.0
462.92822808992315,454.09999515297864,471.75646102686767,420.0,460.13318247455635,468.688791935293,451.57757301381963,420.0
464.4255815272858,455.5477174906148,473.30344556395676,420.0,460.3782006003446,468.9828403879997,451.7735608126895,420.0
465.17068653275345,456.243467317439,474.0979057480679,420.0,460.62341451144147,469.27716502777395,451.96966399510893,420.0
464.6432571666186,455.66695414238063,473.61956019085653,420.0,460.8688242078469,469.5717665092861,452.1658819064078,420.0
462.8330292258419,453.80790933480404,471.8581491168798,420.0,461.11442968956106,469.8666454579595,452.36221392116255,420.0
460.8654642660741,451.7917901418689,469.93913839027937,420.0,461.36023095658373,470.1618024712753,452.55865944189213,420.0
459.5471895143569,450.4252195967933,468.6691594319205,420.0,461.606228008915,470.4572381200082,452.7552178978219,420.0
459.8151284148842,450.64511706038746,468.98513976938096,420.0,461.85242084655505,470.75295294939855,452.95188874371155,420.0
461.42829116069726,452.21048874871946,470.64609357267506,420.0,462.0988094695037,471.0489474802632,453.14867145874405,420.0
462.9216504270919,453.64854202901984,472.19475882516394,420.0,462.3453938777609,471.345206433227,453.3455813222948,420.0
464.29973395912265,454.97460542464904,473.62486249359625,420.0,462.5921740713267,471.6417369947519,453.5426111479015,420.0
465.1915603177644,455.81530134668736,474.56781928884146,420.0,462.83915005020117,471.9385411182072,453.73975898219516,420.0
465.89428926012033,456.4671771691447,475.321401351096,420.0,463.0863218143843,472.23561947855956,453.9370241502091,420.0
467.39399212118644,457.9162997618125,476.87168448056036,420.0,463.333689363876,472.53297272160984,454.13440600614217,420.0
468.1414465503576,458.6134424287144,477.66945067200083,420.0,463.58125269867634,472.83060146527095,454.3319039320818,420.0
467.61636660792624,458.0383149989002,477.1944182169523,420.0,463.8290118187854,473.12850630077884,454.52951733679174,420.0
465.8084880908531,456.1806491480642,475.43632703364193,420.0,464.0769667242029,473.4266877938424,454.72724565456343,420.0
463.84327255478877,454.16590241660566,473.5206426929719,420.0,464.32511741492914,473.72514648573343,454.92508834412484,420.0
462.527347226775,452.80069811855105,472.253996334999,420.0,464.573463890964,474.0238828943234,455.12304488760464,420.0
462.79763555100584,453.02195588370756,472.5733152183041,420.0,464.8220061523075,474.3228975150669,455.32111478954806,420.0
464.41314772052243,454.58868218591215,474.2376132551327,420.0,465.0707441989595,474.6221908219384,455.5192975759808,420.0
465.9088564106205,456.02825983504766,475.78945298619334,420.0,465.3196780309202,474.9217486686909,455.71760739314976,420.0
467.2892893663548,457.35576820914764,477.222810523562,420.0,465.56880764818965,475.22157767118796,455.91603762519134,420.0
468.18346514870007,458.19788759714856,478.16904270025157,420.0,465.8181330507676,475.5216796221389,456.1145864793964,420.0
468.8885435147595,458.85117954463664,478.9259074848823,420.0,466.06765423865426,475.82205513328773,456.31325334402067,420.0
470.3905957995291,460.301711227913,480.47948037114514,420.0,466.31737121184943,476.12270479083645,456.51203763286236,420.0
471.14039965240374,461.00025624463757,481.2805430601699,420.0,466.56728397035323,476.42362915651717,456.7109387841894,420.0
470.61766913367586,460.4265247052647,480.80881356208704,420.0,466.8173925141657,476.72482876861176,456.90995625971976,420.0
468.8121400403062,458.57024855526265,479.0540315253497,420.0,467.0676968432868,477.02630414292076,457.10908954365294,420.0
466.8492739279454,456.5568855937404,477.14166226215036,420.0,467.3181969577165,477.32805577368555,457.30833814174747,420.0
465.5356980236351,455.1930593829037,475.87833666436654,420.0,467.56889285745495,477.6300841344662,457.50770158044355,420.0
465.80833577156943,455.41568979071246,476.2009817524264,420.0,467.8197845425018,477.93238967897645,457.70717940602725,420.0
467.4261973647895,456.98378351960537,477.86861120997366,420.0,468.0708720128575,478.2349728418798,457.906771183835,420.0
468.92425547859114,458.42488647450233,479.42362448267994,420.0,468.3221552685217,478.5378204665871,458.10649007045623,420.0
470.3070378580289,459.7538466926047,480.86022902345303,420.0,468.57363430949454,478.84093867491134,458.3063299440776,420.0
471.2035630640776,460.5973980686811,481.80972805947414,420.0,468.82530913577597,479.1443291215132,458.50628915003875,420.0
471.91099085384053,461.25211530259656,482.5698664050845,420.0,469.077179747366,479.4479923648633,458.70636712986874,420.0
473.4153925623136,462.7040658413029,484.12671928332435,420.0,469.32924614426474,479.7519289408783,458.9065633476512,420.0
474.16754583889184,463.4040235421913,484.9310681355924,420.0,469.58150832647215,480.05613936383014,459.106877289114,420.0
473.64716474386745,462.83169876505264,484.46263072268226,420.0,469.8339662939881,480.36062412721316,459.30730846076295,420.0
471.84398507420127,460.976823694787,482.7111464536155,420.0,470.08662004681264,480.66538370456857,459.5078563890567,420.0
469.88346838554395,458.964856360494,480.8020804105939,420.0,470.33946958494585,480.9704185502722,459.70852061961955,420.0
468.5722419049372,457.6024205453664,479.542063264508,420.0,470.5925149083876,481.275729100284,459.9093007164914,420.0
468.84722907657505,457.82643632976107,479.86802182338903,420.0,470.8457560171382,481.5813157728642,460.1101962614121,420.0
470.4674400934986,459.39591062031565,481.5389695666816,420.0,471.09919291119724,481.8871789692566,460.31120685313795,420.0
471.96784763100374,460.8385415566773,483.0971537053302,420.0,471.3528255905649,482.19330640447737,460.5123447766525,420.0
473.35297943414497,462.16896147485977,484.53699739343017,420.0,471.6066540552413,482.4997037686421,460.7136043418405,420.0
474.25185406389727,463.01395413301475,485.4897539947798,420.0,471.86067830522626,482.80637259658425,460.91498401386826,420.0
474.96163127736367,463.6701064923922,486.2531560623351,420.0,472.1148983405199,483.11331340135524,461.1164832796846,420.0
476.4683824095403,465.123486240658,487.8132785784226,420.0,472.3693141611221,483.42052667594675,461.3181016462975,420.0
477.22288510982196,465.8248674665729,488.620902753071,420.0,472.6239257670329,483.72801289406993,461.51983863999595,420.0
476.70485343850106,465.25396075238655,488.1557461246156,420.0,472.8787331582524,484.0357725108977,461.7216938056072,420.0
474.9040231925384,463.4004984969502,486.40754788812654,420.0,473.1337363347805,484.3438059637736,461.92366670578735,420.0
472.9458559275846,461.3899389351905,484.5017729199787,420.0,473.38893529661726,484.652113672889,462.1257569203454,420.0
471.6369788706814,460.02890604836506,483.2450516929977,420.0,473.6443300437625,484.96069604192985,462.3279640455953,420.0
471.9143154660227,460.25432010747755,483.5743108245678,420.0,473.8999205762165,485.2695534586948,462.53028769373833,420.0
473.53687590664975,461.8251882027196,485.24856361057994,420.0,474.1557068939792,485.5786862956863,462.73272749227203,420.0
